postgres_container  | 
postgres_container  | 2025-01-18 00:58:57.034 UTC [28021] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28021] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28020] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:58:57.034 UTC [28020] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28020] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28019] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:58:57.034 UTC [28019] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28019] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28016] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:58:57.034 UTC [28016] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28016] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28030] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:58:57.034 UTC [28030] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28030] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:58:57.076 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 00:58:57.091 UTC [28272] LOG:  database system was interrupted; last known up at 2025-01-18 00:56:13 UTC
postgres_container  | 2025-01-18 00:58:57.232 UTC [28273] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:58:57.261 UTC [28272] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 00:58:57.264 UTC [28272] LOG:  redo starts at 0/3C7AAF30
postgres_container  | 2025-01-18 00:58:57.266 UTC [28272] LOG:  invalid record length at 0/3C7C3418: wanted 24, got 0
postgres_container  | 2025-01-18 00:58:57.266 UTC [28272] LOG:  redo done at 0/3C7C33F0
postgres_container  | 2025-01-18 00:58:57.278 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 00:59:53.032 UTC [1] LOG:  server process (PID 28299) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 00:59:53.033 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 00:59:53.033 UTC [28313] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:59:53.033 UTC [28313] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28313] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28340] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:59:53.033 UTC [28340] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28340] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28312] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:59:53.033 UTC [28312] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28312] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28282] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:59:53.033 UTC [28282] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28282] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28281] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:59:53.033 UTC [28281] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28281] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28280] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:59:53.033 UTC [28280] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28280] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28277] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:59:53.033 UTC [28277] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:59:53.033 UTC [28277] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:59:53.074 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 00:59:53.089 UTC [28444] LOG:  database system was interrupted; last known up at 2025-01-18 00:58:57 UTC
postgres_container  | 2025-01-18 00:59:53.128 UTC [28445] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:59:53.139 UTC [28446] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:59:53.253 UTC [28444] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 00:59:53.255 UTC [28444] LOG:  redo starts at 0/3C7C3490
postgres_container  | 2025-01-18 00:59:53.257 UTC [28444] LOG:  invalid record length at 0/3C7D3340: wanted 24, got 0
postgres_container  | 2025-01-18 00:59:53.257 UTC [28444] LOG:  redo done at 0/3C7D3318
postgres_container  | 2025-01-18 00:59:53.262 UTC [28447] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:59:53.268 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 01:02:18.942 UTC [1] LOG:  server process (PID 28482) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 01:02:18.944 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 01:02:18.944 UTC [28456] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 01:02:18.944 UTC [28456] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 01:02:18.944 UTC [28456] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 01:02:18.944 UTC [28488] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 01:02:18.944 UTC [28488] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
