postgres_container  | 
postgres_container  | 2025-01-18 00:50:38.387 UTC [26965] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:50:38.569 UTC [26964] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 00:50:38.571 UTC [26964] LOG:  redo starts at 0/3C73D410
postgres_container  | 2025-01-18 00:50:38.573 UTC [26964] LOG:  invalid record length at 0/3C74E3B0: wanted 24, got 0
postgres_container  | 2025-01-18 00:50:38.573 UTC [26964] LOG:  redo done at 0/3C74E388
postgres_container  | 2025-01-18 00:50:38.585 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 00:50:41.239 UTC [1] LOG:  server process (PID 26980) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 00:50:41.239 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 00:50:41.239 UTC [26973] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:50:41.239 UTC [26973] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:50:41.239 UTC [26973] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:50:41.239 UTC [26979] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:50:41.239 UTC [26979] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:50:41.239 UTC [26979] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:50:41.240 UTC [26974] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:50:41.240 UTC [26974] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:50:41.240 UTC [26974] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:50:41.241 UTC [26969] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:50:41.241 UTC [26969] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:50:41.241 UTC [26969] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:50:41.283 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 00:50:41.297 UTC [27083] LOG:  database system was interrupted; last known up at 2025-01-18 00:50:38 UTC
postgres_container  | 2025-01-18 00:50:41.297 UTC [27084] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:50:41.339 UTC [27085] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:50:41.440 UTC [27086] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:50:41.490 UTC [27083] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 00:50:41.492 UTC [27083] LOG:  redo starts at 0/3C74E428
postgres_container  | 2025-01-18 00:50:41.493 UTC [27083] LOG:  invalid record length at 0/3C751FF8: wanted 24, got 0
postgres_container  | 2025-01-18 00:50:41.493 UTC [27083] LOG:  redo done at 0/3C751FD0
postgres_container  | 2025-01-18 00:50:41.505 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 00:50:58.039 UTC [1] LOG:  server process (PID 27121) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 00:50:58.039 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 00:50:58.040 UTC [27093] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:50:58.040 UTC [27093] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:50:58.040 UTC [27093] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:50:58.040 UTC [27096] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:50:58.040 UTC [27096] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:50:58.040 UTC [27096] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:50:58.040 UTC [27104] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:50:58.040 UTC [27104] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:50:58.040 UTC [27104] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:50:58.040 UTC [27094] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:50:58.040 UTC [27094] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:50:58.040 UTC [27094] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:50:58.041 UTC [27090] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:50:58.041 UTC [27090] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:50:58.041 UTC [27090] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:50:58.041 UTC [27095] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:50:58.041 UTC [27095] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:50:58.041 UTC [27095] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:50:58.080 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 00:50:58.127 UTC [27223] LOG:  database system was interrupted; last known up at 2025-01-18 00:50:41 UTC
postgres_container  | 2025-01-18 00:50:58.129 UTC [27224] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:50:58.130 UTC [27225] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:50:58.296 UTC [27223] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 00:50:58.298 UTC [27223] LOG:  redo starts at 0/3C752088
postgres_container  | 2025-01-18 00:50:58.299 UTC [27223] LOG:  invalid record length at 0/3C75CC38: wanted 24, got 0
postgres_container  | 2025-01-18 00:50:58.299 UTC [27223] LOG:  redo done at 0/3C75CC10
postgres_container  | 2025-01-18 00:50:58.311 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 00:51:05.949 UTC [1] LOG:  server process (PID 27240) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 00:51:05.950 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 00:51:05.950 UTC [27234] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:05.950 UTC [27234] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:05.950 UTC [27234] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:05.950 UTC [27232] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:05.950 UTC [27232] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:05.950 UTC [27232] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:05.950 UTC [27233] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:05.950 UTC [27233] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:05.950 UTC [27233] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:06.024 UTC [27229] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:06.024 UTC [27229] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:06.024 UTC [27229] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:06.066 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 00:51:06.082 UTC [27349] LOG:  database system was interrupted; last known up at 2025-01-18 00:50:58 UTC
postgres_container  | 2025-01-18 00:51:06.082 UTC [27350] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:51:06.083 UTC [27351] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:51:06.256 UTC [27349] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 00:51:06.259 UTC [27349] LOG:  redo starts at 0/3C75CCB0
postgres_container  | 2025-01-18 00:51:06.261 UTC [27349] LOG:  invalid record length at 0/3C7638A0: wanted 24, got 0
postgres_container  | 2025-01-18 00:51:06.261 UTC [27349] LOG:  redo done at 0/3C763878
postgres_container  | 2025-01-18 00:51:06.272 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 00:51:11.514 UTC [1] LOG:  server process (PID 27365) exited with exit code 126
postgres_container  | 2025-01-18 00:51:11.514 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 00:51:11.514 UTC [27360] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:11.514 UTC [27360] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:11.514 UTC [27360] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:11.514 UTC [27359] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:11.514 UTC [27359] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:11.514 UTC [27359] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:11.514 UTC [27358] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:11.514 UTC [27358] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:11.514 UTC [27358] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:11.515 UTC [27355] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:11.515 UTC [27355] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:11.515 UTC [27355] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:11.518 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 00:51:11.529 UTC [27366] LOG:  database system was interrupted; last known up at 2025-01-18 00:51:06 UTC
postgres_container  | 2025-01-18 00:51:11.568 UTC [27367] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:51:11.598 UTC [27368] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:51:11.630 UTC [27369] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:51:11.669 UTC [27366] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 00:51:11.671 UTC [27366] LOG:  redo starts at 0/3C763918
postgres_container  | 2025-01-18 00:51:11.671 UTC [27366] LOG:  invalid record length at 0/3C76A528: wanted 24, got 0
postgres_container  | 2025-01-18 00:51:11.671 UTC [27366] LOG:  redo done at 0/3C76A500
postgres_container  | 2025-01-18 00:51:11.681 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 00:51:14.362 UTC [1] LOG:  server process (PID 27384) exited with exit code 126
postgres_container  | 2025-01-18 00:51:14.362 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 00:51:14.362 UTC [27378] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:14.362 UTC [27378] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:14.362 UTC [27378] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:14.362 UTC [27373] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:14.362 UTC [27373] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:14.362 UTC [27373] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:14.363 UTC [27376] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:14.363 UTC [27376] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:14.363 UTC [27376] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:14.363 UTC [27377] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:14.363 UTC [27377] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:14.363 UTC [27377] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:14.365 UTC [27380] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:51:14.365 UTC [27380] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:51:14.365 UTC [27380] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:51:14.366 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 00:51:14.377 UTC [27385] LOG:  database system was interrupted; last known up at 2025-01-18 00:51:11 UTC
postgres_container  | 2025-01-18 00:51:14.537 UTC [27385] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 00:51:14.539 UTC [27385] LOG:  redo starts at 0/3C76A5A0
postgres_container  | 2025-01-18 00:51:14.540 UTC [27385] LOG:  invalid record length at 0/3C771220: wanted 24, got 0
postgres_container  | 2025-01-18 00:51:14.540 UTC [27385] LOG:  redo done at 0/3C7711F8
postgres_container  | 2025-01-18 00:51:14.551 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 00:53:12.137 UTC [1] LOG:  server process (PID 27467) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 00:53:12.137 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 00:53:12.138 UTC [27393] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:53:12.138 UTC [27393] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:53:12.138 UTC [27393] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:53:12.138 UTC [27389] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:53:12.138 UTC [27389] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:53:12.138 UTC [27389] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:53:12.139 UTC [27402] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:53:12.139 UTC [27402] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:53:12.139 UTC [27402] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:53:12.140 UTC [27394] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:53:12.140 UTC [27394] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:53:12.140 UTC [27394] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:53:12.140 UTC [27392] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:53:12.140 UTC [27392] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:53:12.140 UTC [27392] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:53:12.142 UTC [27421] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:53:12.142 UTC [27421] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:53:12.142 UTC [27421] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:53:12.142 UTC [27448] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:53:12.142 UTC [27448] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:53:12.142 UTC [27448] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:53:12.147 UTC [27610] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:53:12.171 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 00:53:12.233 UTC [27611] LOG:  database system was interrupted; last known up at 2025-01-18 00:51:14 UTC
postgres_container  | 2025-01-18 00:53:12.233 UTC [27612] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:53:12.432 UTC [27613] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:53:12.453 UTC [27611] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 00:53:12.455 UTC [27611] LOG:  redo starts at 0/3C771298
postgres_container  | 2025-01-18 00:53:12.457 UTC [27611] LOG:  invalid record length at 0/3C7845B8: wanted 24, got 0
postgres_container  | 2025-01-18 00:53:12.457 UTC [27611] LOG:  redo done at 0/3C784590
postgres_container  | 2025-01-18 00:53:12.470 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 00:55:38.163 UTC [1] LOG:  server process (PID 27648) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 00:55:38.164 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 00:55:38.164 UTC [27660] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:55:38.164 UTC [27660] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:55:38.164 UTC [27660] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:55:38.164 UTC [27630] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:55:38.164 UTC [27630] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:55:38.164 UTC [27630] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:55:38.164 UTC [27623] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:55:38.164 UTC [27623] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:55:38.164 UTC [27623] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:55:38.165 UTC [27620] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:55:38.165 UTC [27620] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:55:38.165 UTC [27620] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:55:38.165 UTC [27622] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:55:38.165 UTC [27622] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:55:38.165 UTC [27622] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:55:38.165 UTC [27621] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:55:38.165 UTC [27621] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:55:38.165 UTC [27621] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:55:38.165 UTC [27617] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:55:38.165 UTC [27617] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:55:38.165 UTC [27617] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:55:38.165 UTC [27688] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:55:38.165 UTC [27688] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:55:38.165 UTC [27688] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:55:38.251 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 00:55:38.268 UTC [27864] LOG:  database system was interrupted; last known up at 2025-01-18 00:53:12 UTC
postgres_container  | 2025-01-18 00:55:38.334 UTC [27865] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:55:38.530 UTC [27866] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:55:38.578 UTC [27864] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 00:55:38.581 UTC [27864] LOG:  redo starts at 0/3C784630
postgres_container  | 2025-01-18 00:55:38.584 UTC [27864] LOG:  invalid record length at 0/3C79BF78: wanted 24, got 0
postgres_container  | 2025-01-18 00:55:38.584 UTC [27864] LOG:  redo done at 0/3C79BF50
postgres_container  | 2025-01-18 00:55:38.595 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 00:56:12.844 UTC [1] LOG:  server process (PID 27882) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 00:56:12.844 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 00:56:12.844 UTC [27874] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:56:12.844 UTC [27874] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:56:12.844 UTC [27874] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:56:12.844 UTC [27876] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:56:12.844 UTC [27876] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:56:12.844 UTC [27876] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:56:12.844 UTC [27875] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:56:12.844 UTC [27875] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:56:12.844 UTC [27875] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:56:12.845 UTC [27870] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:56:12.845 UTC [27870] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:56:12.845 UTC [27870] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:56:12.845 UTC [27873] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:56:12.845 UTC [27873] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:56:12.845 UTC [27873] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:56:12.845 UTC [27895] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:56:12.845 UTC [27895] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:56:12.845 UTC [27895] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:56:12.942 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 00:56:12.957 UTC [28011] LOG:  database system was interrupted; last known up at 2025-01-18 00:55:38 UTC
postgres_container  | 2025-01-18 00:56:13.024 UTC [28012] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 00:56:13.131 UTC [28011] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 00:56:13.133 UTC [28011] LOG:  redo starts at 0/3C79BFF0
postgres_container  | 2025-01-18 00:56:13.134 UTC [28011] LOG:  invalid record length at 0/3C7AAEB8: wanted 24, got 0
postgres_container  | 2025-01-18 00:56:13.134 UTC [28011] LOG:  redo done at 0/3C7AAE90
postgres_container  | 2025-01-18 00:56:13.146 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 00:58:57.032 UTC [1] LOG:  server process (PID 28063) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 00:58:57.033 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 00:58:57.034 UTC [28050] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:58:57.034 UTC [28050] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28050] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28022] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 00:58:57.034 UTC [28022] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28022] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 00:58:57.034 UTC [28021] WARNING:  terminating connection because of crash of another server process
